id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
gakty_train	gakty	teeksoo	teeksoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
kogdu_train	kogdu	kaitpoh	kaitpoh.wav	train	16	1	1	1	4	1	1	1	rsrrs	b1
digko_train	digko	peitkai	peitkai.wav	train	4	1	1	1	1	4	1	1	rsrrs	b1
gobgo_train	gobgo	taimtai	taimtai.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
tabpa_train	tabpa	seemlee	seemlee.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
kipky_train	kipky	keilkoo	keilkoo.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
bukpy_train	bukpy	mohkloo	mohkloo.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
kygti_train	kygti	kootsei	kootsei.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
petdo_train	petdo	lahspai	lahspai.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
dedte_train	dedte	pahpsah	pahpsah.wav	train	4	1	1	1	1	1	0	0	rsrrs	b1
dypga_train	dypga	pooltee	pooltee.wav	train	16	1	1	1	4	1	1	1	rsrrs	b1
pydgu_train	pydgu	looptoh	looptoh.wav	train	4	1	1	1	1	4	1	1	rsrrs	b1
batpi_train	batpi	meeslei	meeslei.wav	train	16	1	1	1	4	1	1	1	rsrrs	b1
gutbi_train	gutbi	tohsmei	tohsmei.wav	train	4	1	1	1	1	4	1	1	rsrrs	b1
tokde_train	tokde	saikpah	saikpah.wav	train	4	1	1	1	1	4	1	1	rsrrs	b1
tibke_train	tibke	seimkah	seimkah.wav	train	16	1	1	1	4	1	1	1	rsrrs	b1
pudbu_train	pudbu	lohpmoh	lohpmoh.wav	train	16	1	1	1	4	1	1	1	rsrrs	b1
bepba_train	bepba	mahlmee	mahlmee.wav	train	4	1	1	1	1	4	1	1	rsrrs	b1
gikto_train	gikto	teiksai	teiksai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
kagdy_train	kagdy	keetpoo	keetpoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
gyktu_train	gyktu	tooksoh	tooksoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
dapgy_train	dapgy	peeltoo	peeltoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
gekta_train	gekta	tahksee	tahksee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
padby_train	padby	leepmoo	leepmoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
kugdi_train	kugdi	kohtpei	kohtpei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
bitpo_train	bitpo	meislai	meislai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b1
