id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
gakty_train	gakty	kohlpoo	kohlpoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
kogdu_train	kogdu	lahkmai	lahkmai.wav	train	16	1	1	1	4	1	1	1	rsrrs	b3
digko_train	digko	meeklah	meeklah.wav	train	4	1	1	1	1	4	1	1	rsrrs	b3
gobgo_train	gobgo	kahskah	kahskah.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
tabpa_train	tabpa	pohstoh	pohstoh.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
kipky_train	kipky	leetloo	leetloo.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
bukpy_train	bukpy	sailtoo	sailtoo.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
kygti_train	kygti	lookpee	lookpee.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
petdo_train	petdo	teipmah	teipmah.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
dedte_train	dedte	meimpei	meimpei.wav	train	4	1	1	1	1	1	0	0	rsrrs	b3
dypga_train	dypga	mootkoh	mootkoh.wav	train	16	1	1	1	4	1	1	1	rsrrs	b3
pydgu_train	pydgu	toomkai	toomkai.wav	train	4	1	1	1	1	4	1	1	rsrrs	b3
batpi_train	batpi	sohptee	sohptee.wav	train	16	1	1	1	4	1	1	1	rsrrs	b3
gutbi_train	gutbi	kaipsee	kaipsee.wav	train	4	1	1	1	1	4	1	1	rsrrs	b3
tokde_train	tokde	pahlmei	pahlmei.wav	train	4	1	1	1	1	4	1	1	rsrrs	b3
tibke_train	tibke	peeslei	peeslei.wav	train	16	1	1	1	4	1	1	1	rsrrs	b3
pudbu_train	pudbu	taimsai	taimsai.wav	train	16	1	1	1	4	1	1	1	rsrrs	b3
bepba_train	bepba	seitsoh	seitsoh.wav	train	4	1	1	1	1	4	1	1	rsrrs	b3
gikto_train	gikto	keelpah	keelpah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
kagdy_train	kagdy	lohkmoo	lohkmoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
gyktu_train	gyktu	koolpai	koolpai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
dapgy_train	dapgy	mohtkoo	mohtkoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
gekta_train	gekta	keilpoh	keilpoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
padby_train	padby	tohmsoo	tohmsoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
kugdi_train	kugdi	laikmee	laikmee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
bitpo_train	bitpo	seeptah	seeptah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
kegda_train	kegda	leikmoh	leikmoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
pidbo_train	pidbo	teemsah	teemsah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
dupgi_train	dupgi	maitkee	maitkee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
bytpu_train	bytpu	sooptai	sooptai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
dopge_train	dopge	mahtkei	mahtkei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
tybku_train	tybku	pooslai	pooslai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b3
