id	item_abstract	item_ortho	audio	item_type	bigram	is_training_word	is_training_root	is_training_residue	root_frequency	residue_frequency	root_extractability	residue_extractability	template	variation
gakty_train	gakty	seitpai	seitpai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
kogdu_train	kogdu	tahsmoh	tahsmoh.wav	train	16	1	1	1	4	1	1	1	rsrrs	b8
digko_train	digko	moostah	moostah.wav	train	4	1	1	1	1	4	1	1	rsrrs	b8
gobgo_train	gobgo	sahksah	sahksah.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
tabpa_train	tabpa	peiklei	peiklei.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
kipky_train	kipky	tooltai	tooltai.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
bukpy_train	bukpy	kohtlai	kohtlai.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
kygti_train	kygti	taispoo	taispoo.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
petdo_train	petdo	leepmah	leepmah.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
dedte_train	dedte	meempee	meempee.wav	train	4	1	1	1	1	1	0	0	rsrrs	b8
dypga_train	dypga	mailsei	mailsei.wav	train	16	1	1	1	4	1	1	1	rsrrs	b8
pydgu_train	pydgu	laimsoh	laimsoh.wav	train	4	1	1	1	1	4	1	1	rsrrs	b8
batpi_train	batpi	keiploo	keiploo.wav	train	16	1	1	1	4	1	1	1	rsrrs	b8
gutbi_train	gutbi	sohpkoo	sohpkoo.wav	train	4	1	1	1	1	4	1	1	rsrrs	b8
tokde_train	tokde	pahtmee	pahtmee.wav	train	4	1	1	1	1	4	1	1	rsrrs	b8
tibke_train	tibke	pooktee	pooktee.wav	train	16	1	1	1	4	1	1	1	rsrrs	b8
pudbu_train	pudbu	lohmkoh	lohmkoh.wav	train	16	1	1	1	4	1	1	1	rsrrs	b8
bepba_train	bepba	keelkei	keelkei.wav	train	4	1	1	1	1	4	1	1	rsrrs	b8
gikto_train	gikto	sootpah	sootpah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
kagdy_train	kagdy	teismai	teismai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
gyktu_train	gyktu	saitpoh	saitpoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
dapgy_train	dapgy	meilsai	meilsai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
gekta_train	gekta	seetpei	seetpei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
padby_train	padby	leimkai	leimkai.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
kugdi_train	kugdi	tohsmoo	tohsmoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
bitpo_train	bitpo	kooplah	kooplah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
kegda_train	kegda	teesmei	teesmei.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
pidbo_train	pidbo	loomkah	loomkah.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
dupgi_train	dupgi	mohlsoo	mohlsoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
bytpu_train	bytpu	kaiploh	kaiploh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
dopge_train	dopge	mahlsee	mahlsee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
tybku_train	tybku	paiktoh	paiktoh.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
botpe_train	botpe	kahplee	kahplee.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
tubki_train	tubki	pohktoo	pohktoo.wav	train	16	1	1	1	4	4	1	1	rsrrs	b8
